ENLIGHTEN Version,2.2.7
Measurement ID,20211004-005100-188305-WP-00591
Serial Number,WP-00591
Model,WP-UV-VIS-C-S-25
Label,00:51:00 WP-00591
Declared Match,
Declared Score,0
Scan Averaging,1
Boxcar,0
Technique,Transmission
Baseline Correction Algo,
ROI Pixel Start,0
ROI Pixel End,1023
Slit Width,25
Vignetted,False
Interpolated,False
Raman Intensity Corrected,False
Deconvolved,False
Integration Time,25
Timestamp,2021-10-04 00:51:00.188305
Note,Dark substracted
Temperature,-14.702589910057213
CCD C0,247.9385986328125
CCD C1,0.5131465792655945
CCD C2,-0.00012270470324438065
CCD C3,7.728250039917839e-08
CCD Offset,0
CCD Gain,1.9
Laser Wavelength,0.0
Laser Enable,False
Laser Power,100
Laser Temperature,0
Pixel Count,1024

Pixel,Wavelength,Processed,Raw,Dark,Reference
499,482.05,0.42406,880.00000,820.00000,14149.00000
500,482.49,0.43293,888.00000,827.00000,14090.00000
501,482.94,0.42083,890.00000,831.00000,14020.00000
502,483.38,0.43537,888.00000,827.00000,14011.00000
503,483.82,0.42161,886.00000,827.00000,13994.00000
504,484.26,0.39154,884.00000,829.00000,14047.00000
505,484.70,0.45812,880.00000,816.00000,13970.00000
506,485.14,0.32914,877.00000,831.00000,13976.00000
507,485.58,0.38710,877.00000,823.00000,13950.00000
508,486.02,0.45386,892.00000,829.00000,13881.00000
509,486.46,0.43787,886.00000,825.00000,13931.00000
510,486.90,0.45967,884.00000,820.00000,13923.00000
511,487.34,0.33972,867.00000,820.00000,13835.00000
512,487.78,0.45327,886.00000,823.00000,13899.00000
513,488.21,0.44027,890.00000,829.00000,13855.00000
514,488.65,0.53127,901.00000,827.00000,13929.00000
515,489.09,0.42461,884.00000,825.00000,13895.00000
516,489.53,0.46816,890.00000,825.00000,13884.00000
517,489.97,0.40767,888.00000,831.00000,13982.00000
518,490.41,0.43721,888.00000,827.00000,13952.00000
519,490.85,0.37153,894.00000,842.00000,13996.00000
520,491.29,0.45006,888.00000,825.00000,13998.00000
521,491.73,0.49950,892.00000,822.00000,14014.00000
522,492.17,0.44713,892.00000,829.00000,14090.00000
523,492.61,0.47626,896.00000,829.00000,14068.00000
524,493.05,0.47377,892.00000,825.00000,14142.00000
525,493.49,0.49480,892.00000,822.00000,14147.00000
526,493.93,0.42233,882.00000,822.00000,14207.00000
527,494.36,0.37183,880.00000,827.00000,14254.00000
528,494.80,0.43955,892.00000,829.00000,14333.00000
529,495.24,0.47973,892.00000,823.00000,14383.00000
530,495.68,0.52454,896.00000,820.00000,14489.00000
531,496.12,0.46296,892.00000,825.00000,14472.00000
532,496.56,0.41947,890.00000,829.00000,14542.00000
533,497.00,0.41749,886.00000,825.00000,14611.00000
534,497.43,0.40383,890.00000,831.00000,14610.00000
535,497.87,0.41482,890.00000,829.00000,14705.00000
536,498.31,0.39940,886.00000,827.00000,14772.00000
537,498.75,0.45893,899.00000,831.00000,14817.00000
538,499.19,0.32818,880.00000,831.00000,14931.00000
539,499.63,0.43313,892.00000,827.00000,15007.00000
540,500.06,0.39931,882.00000,822.00000,15026.00000
541,500.50,0.52935,894.00000,814.00000,15113.00000
542,500.94,0.38852,890.00000,831.00000,15186.00000
543,501.38,0.45347,896.00000,827.00000,15216.00000
544,501.82,0.43797,892.00000,825.00000,15298.00000
545,502.25,0.39835,892.00000,831.00000,15313.00000
546,502.69,0.41637,884.00000,820.00000,15371.00000
547,503.13,0.46753,899.00000,827.00000,15400.00000
548,503.57,0.34395,890.00000,837.00000,15409.00000
549,504.01,0.43198,896.00000,829.00000,15510.00000
550,504.44,0.42408,899.00000,833.00000,15563.00000
551,504.88,0.48690,903.00000,827.00000,15609.00000
552,505.32,0.47200,897.00000,823.00000,15678.00000
553,505.76,0.33726,890.00000,837.00000,15715.00000
554,506.19,0.41362,894.00000,829.00000,15715.00000
555,506.63,0.44408,903.00000,833.00000,15763.00000
556,507.07,0.42229,892.00000,825.00000,15866.00000
557,507.51,0.40274,884.00000,820.00000,15891.00000
558,507.94,0.50966,903.00000,822.00000,15893.00000
559,508.38,0.43315,896.00000,827.00000,15930.00000
560,508.82,0.47506,901.00000,825.00000,15998.00000
561,509.25,0.41954,894.00000,827.00000,15970.00000
562,509.69,0.44874,892.00000,820.00000,16045.00000
563,510.13,0.39179,896.00000,833.00000,16080.00000
564,510.57,0.43435,899.00000,829.00000,16116.00000
565,511.00,0.44425,901.00000,829.00000,16207.00000
566,511.44,0.46986,901.00000,825.00000,16175.00000
567,511.88,0.45471,899.00000,825.00000,16274.00000
568,512.31,0.45290,896.00000,822.00000,16339.00000
569,512.75,0.41611,901.00000,833.00000,16342.00000
570,513.19,0.51610,909.00000,825.00000,16276.00000
571,513.62,0.46703,909.00000,833.00000,16273.00000
572,514.06,0.50406,909.00000,827.00000,16268.00000
573,514.50,0.54458,905.00000,816.00000,16343.00000
574,514.93,0.38960,897.00000,833.00000,16427.00000
575,515.37,0.40946,894.00000,827.00000,16363.00000
576,515.81,0.42756,903.00000,833.00000,16372.00000
577,516.24,0.39969,899.00000,833.00000,16513.00000
578,516.68,0.39533,894.00000,829.00000,16442.00000
579,517.12,0.43090,896.00000,825.00000,16477.00000
580,517.55,0.38671,899.00000,835.00000,16550.00000
581,517.99,0.40090,903.00000,837.00000,16463.00000
582,518.42,0.35615,894.00000,835.00000,16566.00000
583,518.86,0.43602,903.00000,831.00000,16513.00000
584,519.30,0.52833,905.00000,818.00000,16467.00000
585,519.73,0.43423,901.00000,829.00000,16581.00000
586,520.17,0.49067,901.00000,820.00000,16508.00000
587,520.60,0.44659,903.00000,829.00000,16570.00000
588,521.04,0.44549,903.00000,829.00000,16611.00000
589,521.48,0.44482,901.00000,827.00000,16636.00000
590,521.91,0.40917,897.00000,829.00000,16619.00000
591,522.35,0.48181,905.00000,825.00000,16604.00000
592,522.78,0.48022,905.00000,825.00000,16659.00000
593,523.22,0.40856,901.00000,833.00000,16644.00000
594,523.66,0.54530,916.00000,825.00000,16688.00000
595,524.09,0.47798,909.00000,829.00000,16737.00000
596,524.53,0.45338,907.00000,831.00000,16763.00000
597,524.96,0.40394,897.00000,829.00000,16834.00000
598,525.40,0.42586,907.00000,835.00000,16907.00000
599,525.83,0.45061,903.00000,827.00000,16866.00000
600,526.27,0.52604,909.00000,820.00000,16919.00000
601,526.71,0.50972,911.00000,825.00000,16872.00000
602,527.14,0.43722,899.00000,825.00000,16925.00000
603,527.58,0.42418,899.00000,827.00000,16974.00000
604,528.01,0.47672,916.00000,835.00000,16991.00000
605,528.45,0.47020,911.00000,831.00000,17014.00000
606,528.88,0.52733,915.00000,825.00000,17067.00000
607,529.32,0.52160,911.00000,822.00000,17063.00000
608,529.75,0.49134,913.00000,829.00000,17096.00000
609,530.19,0.55634,915.00000,820.00000,17076.00000
610,530.62,0.46713,911.00000,831.00000,17126.00000
611,531.06,0.54370,916.00000,823.00000,17105.00000
612,531.49,0.54945,916.00000,822.00000,17108.00000
613,531.93,0.44437,903.00000,827.00000,17103.00000
614,532.36,0.57180,916.00000,818.00000,17139.00000
615,532.80,0.44114,909.00000,833.00000,17228.00000
616,533.23,0.46358,911.00000,831.00000,17257.00000
617,533.67,0.54001,913.00000,820.00000,17222.00000
618,534.10,0.43865,899.00000,823.00000,17326.00000
619,534.54,0.50066,916.00000,829.00000,17377.00000
620,534.97,0.50199,920.00000,833.00000,17331.00000
621,535.41,0.57143,926.00000,827.00000,17325.00000
622,535.84,0.52398,924.00000,833.00000,17367.00000
623,536.28,0.56799,926.00000,827.00000,17430.00000
624,536.71,0.61591,930.00000,822.00000,17535.00000
625,537.15,0.67729,941.00000,822.00000,17570.00000
626,537.58,0.54429,926.00000,831.00000,17454.00000
627,538.02,0.61045,934.00000,827.00000,17528.00000
628,538.45,0.61609,930.00000,822.00000,17530.00000
629,538.89,0.57507,926.00000,825.00000,17563.00000
630,539.32,0.63731,937.00000,825.00000,17574.00000
631,539.75,0.68159,947.00000,827.00000,17606.00000
632,540.19,0.62245,947.00000,837.00000,17672.00000
633,540.62,0.64312,941.00000,827.00000,17726.00000
634,541.06,0.66569,945.00000,827.00000,17726.00000
635,541.49,0.76142,964.00000,829.00000,17730.00000
636,541.93,0.81842,970.00000,825.00000,17717.00000
637,542.36,0.84459,981.00000,831.00000,17760.00000
638,542.80,0.95366,992.00000,822.00000,17826.00000
639,543.23,0.94203,989.00000,820.00000,17940.00000
640,543.66,1.03864,1011.00000,825.00000,17908.00000
641,544.10,1.17011,1032.00000,822.00000,17947.00000
642,544.53,1.14557,1034.00000,829.00000,17895.00000
643,544.97,1.29949,1059.00000,825.00000,18007.00000
644,545.40,1.43174,1076.00000,818.00000,18020.00000
645,545.84,1.43405,1091.00000,833.00000,17991.00000
646,546.27,1.61058,1120.00000,829.00000,18068.00000
647,546.70,1.69005,1131.00000,825.00000,18106.00000
648,547.14,1.93559,1180.00000,829.00000,18134.00000
649,547.57,2.03037,1192.00000,823.00000,18174.00000
650,548.01,2.26399,1228.00000,816.00000,18198.00000
651,548.44,2.49572,1281.00000,829.00000,18111.00000
652,548.87,2.77991,1330.00000,822.00000,18274.00000
653,549.31,2.94472,1372.00000,835.00000,18236.00000
654,549.74,3.23625,1421.00000,831.00000,18231.00000
655,550.17,3.65099,1494.00000,827.00000,18269.00000
656,550.61,3.95969,1545.00000,818.00000,18360.00000
657,551.04,4.37646,1626.00000,822.00000,18371.00000
658,551.48,4.65623,1683.00000,829.00000,18341.00000
659,551.91,5.05667,1765.00000,837.00000,18352.00000
660,552.34,5.64507,1860.00000,816.00000,18494.00000
661,552.78,6.05123,1942.00000,827.00000,18426.00000
662,553.21,6.62699,2052.00000,827.00000,18485.00000
663,553.65,7.31257,2175.00000,827.00000,18434.00000
664,554.08,7.79368,2274.00000,831.00000,18515.00000
665,554.51,8.51501,2399.00000,825.00000,18485.00000
666,554.95,9.07719,2511.00000,827.00000,18552.00000
667,555.38,10.03671,2682.00000,823.00000,18522.00000
668,555.81,10.88332,2841.00000,829.00000,18487.00000
669,556.25,11.66729,3005.00000,835.00000,18599.00000
670,556.68,12.63530,3187.00000,829.00000,18662.00000
671,557.11,13.44781,3326.00000,820.00000,18635.00000
672,557.55,14.42989,3515.00000,827.00000,18628.00000
673,557.98,15.70230,3743.00000,823.00000,18596.00000
674,558.41,16.82489,3962.00000,825.00000,18645.00000
675,558.85,17.94830,4170.00000,837.00000,18570.00000
676,559.28,19.14108,4410.00000,831.00000,18698.00000
677,559.71,20.31675,4637.00000,827.00000,18753.00000
678,560.15,21.68784,4888.00000,825.00000,18734.00000
679,560.58,23.00569,5150.00000,827.00000,18791.00000
680,561.01,24.56929,5421.00000,829.00000,18690.00000
681,561.45,26.08300,5704.00000,827.00000,18698.00000
682,561.88,27.35809,5953.00000,825.00000,18744.00000
683,562.31,28.91496,6278.00000,831.00000,18838.00000
684,562.75,30.38633,6559.00000,833.00000,18844.00000
685,563.18,32.04435,6872.00000,831.00000,18852.00000
686,563.61,33.63718,7174.00000,827.00000,18869.00000
687,564.05,35.09152,7451.00000,818.00000,18902.00000
688,564.48,37.10859,7817.00000,825.00000,18842.00000
689,564.91,38.71326,8146.00000,823.00000,18916.00000
690,565.35,40.36348,8463.00000,823.00000,18928.00000
691,565.78,41.98429,8784.00000,820.00000,18969.00000
692,566.21,44.03626,9175.00000,820.00000,18973.00000
693,566.65,45.64038,9492.00000,829.00000,18981.00000
694,567.08,47.04243,9776.00000,829.00000,19019.00000
695,567.51,49.17212,10156.00000,831.00000,18964.00000
696,567.95,50.76308,10473.00000,827.00000,19002.00000
697,568.38,52.44267,10817.00000,823.00000,19057.00000
698,568.81,54.13420,11176.00000,825.00000,19121.00000
699,569.24,55.85801,11557.00000,825.00000,19213.00000
700,569.68,57.01859,11774.00000,827.00000,19199.00000
701,570.11,59.18517,12153.00000,822.00000,19145.00000
702,570.54,60.66900,12449.00000,823.00000,19163.00000
703,570.98,62.26710,12782.00000,818.00000,19214.00000
704,571.41,63.72412,13099.00000,820.00000,19269.00000
705,571.84,65.11556,13395.00000,829.00000,19298.00000
706,572.28,66.48746,13687.00000,825.00000,19345.00000
707,572.71,68.09775,14012.00000,831.00000,19356.00000
708,573.14,69.21686,14230.00000,831.00000,19358.00000
709,573.57,71.10101,14593.00000,825.00000,19364.00000
710,574.01,72.17669,14826.00000,823.00000,19401.00000
711,574.44,73.38801,15147.00000,829.00000,19510.00000
712,574.87,74.55552,15373.00000,822.00000,19517.00000
713,575.31,75.93047,15681.00000,829.00000,19560.00000
714,575.74,76.92151,15895.00000,823.00000,19594.00000
715,576.17,78.60902,16210.00000,827.00000,19569.00000
716,576.60,79.37976,16366.00000,829.00000,19573.00000
717,577.04,80.36069,16594.00000,820.00000,19629.00000
718,577.47,81.13351,16850.00000,831.00000,19744.00000
719,577.90,82.36875,17070.00000,831.00000,19715.00000
720,578.33,83.24011,17346.00000,827.00000,19845.00000
721,578.77,84.35782,17554.00000,825.00000,19831.00000
722,579.20,84.89740,17708.00000,827.00000,19884.00000
723,579.63,85.82304,17856.00000,833.00000,19835.00000
724,580.07,86.60224,18040.00000,833.00000,19869.00000
725,580.50,86.97393,18209.00000,829.00000,19983.00000
726,580.93,88.13120,18509.00000,829.00000,20061.00000
727,581.36,88.49487,18593.00000,825.00000,20078.00000
728,581.80,89.35137,18855.00000,823.00000,20181.00000
729,582.23,90.35619,19045.00000,831.00000,20158.00000
730,582.66,90.44580,19105.00000,825.00000,20211.00000
731,583.09,90.88351,19227.00000,814.00000,20260.00000
732,583.53,91.88161,19422.00000,827.00000,20238.00000
733,583.96,92.42253,19645.00000,825.00000,20363.00000
734,584.39,92.93316,19779.00000,829.00000,20391.00000
735,584.82,93.42415,19893.00000,827.00000,20408.00000
736,585.26,93.72683,20041.00000,827.00000,20500.00000
737,585.69,94.19493,20187.00000,829.00000,20551.00000
738,586.12,94.39243,20286.00000,827.00000,20615.00000
739,586.55,94.84989,20474.00000,823.00000,20718.00000
740,586.99,95.39547,20577.00000,833.00000,20697.00000
741,587.42,95.71999,20711.00000,829.00000,20771.00000
742,587.85,95.43713,20749.00000,816.00000,20886.00000
743,588.28,96.23818,20880.00000,823.00000,20841.00000
744,588.72,96.26284,20970.00000,827.00000,20925.00000
745,589.15,96.60192,21072.00000,831.00000,20953.00000
746,589.58,96.79099,21279.00000,829.00000,21128.00000
747,590.01,97.30293,21361.00000,833.00000,21097.00000
748,590.45,97.32585,21456.00000,820.00000,21203.00000
749,590.88,97.81542,21562.00000,831.00000,21194.00000
750,591.31,97.79169,21600.00000,831.00000,21238.00000
751,591.74,98.25671,21794.00000,827.00000,21339.00000
752,592.18,98.39798,21837.00000,831.00000,21348.00000
753,592.61,98.75996,22012.00000,827.00000,21451.00000
754,593.04,99.16717,22137.00000,823.00000,21493.00000
755,593.47,98.94420,22194.00000,827.00000,21595.00000
756,593.91,99.41952,22236.00000,827.00000,21534.00000
757,594.34,99.11635,22361.00000,825.00000,21728.00000
758,594.77,99.37052,22458.00000,831.00000,21764.00000
759,595.20,99.58274,22534.00000,816.00000,21809.00000
760,595.64,99.45022,22711.00000,823.00000,22009.00000
761,596.07,99.67319,22781.00000,822.00000,22031.00000
762,596.50,99.94118,22912.00000,825.00000,22100.00000
763,596.93,99.58012,22889.00000,833.00000,22149.00000
764,597.37,99.99099,23005.00000,820.00000,22187.00000
765,597.80,99.95961,23098.00000,825.00000,22282.00000
766,598.23,100.19695,23214.00000,829.00000,22341.00000
767,598.66,100.40605,23331.00000,829.00000,22411.00000
768,599.10,100.54786,23413.00000,839.00000,22451.00000
769,599.53,100.74179,23515.00000,835.00000,22513.00000
770,599.96,100.61379,23605.00000,820.00000,22646.00000
771,600.39,100.75721,23705.00000,818.00000,22715.00000
772,600.83,100.71532,23770.00000,820.00000,22787.00000
773,601.26,100.63020,23819.00000,825.00000,22850.00000
774,601.69,100.86071,23910.00000,825.00000,22888.00000
775,602.12,101.01742,23950.00000,816.00000,22901.00000
776,602.55,101.66943,24093.00000,829.00000,22882.00000
777,602.99,101.61220,24151.00000,831.00000,22950.00000
778,603.42,101.56311,24163.00000,837.00000,22967.00000
779,603.85,100.90827,24271.00000,829.00000,23231.00000
780,604.28,101.36323,24468.00000,823.00000,23327.00000
781,604.72,101.30115,24499.00000,831.00000,23364.00000
782,605.15,101.72701,24622.00000,825.00000,23393.00000
783,605.58,101.44921,24628.00000,827.00000,23461.00000
784,606.01,101.14085,24677.00000,829.00000,23579.00000
785,606.45,101.41143,24823.00000,825.00000,23664.00000
786,606.88,100.96936,24786.00000,829.00000,23727.00000
787,607.31,101.66365,24956.00000,818.00000,23743.00000
788,607.74,101.66695,24975.00000,823.00000,23756.00000
789,608.18,101.68909,25095.00000,833.00000,23859.00000
790,608.61,101.32514,25076.00000,837.00000,23922.00000
791,609.04,101.76780,25182.00000,831.00000,23928.00000
792,609.47,101.59621,25264.00000,823.00000,24057.00000
793,609.91,102.38916,25467.00000,825.00000,24067.00000
794,610.34,101.85530,25420.00000,825.00000,24147.00000
795,610.77,101.35982,25421.00000,823.00000,24268.00000
796,611.20,102.05101,25552.00000,823.00000,24232.00000
797,611.63,102.23828,25723.00000,829.00000,24349.00000
798,612.07,101.61443,25558.00000,822.00000,24343.00000
799,612.50,102.23287,25769.00000,816.00000,24408.00000
800,612.93,101.83886,25795.00000,818.00000,24526.00000
801,613.36,101.84884,25839.00000,829.00000,24556.00000
802,613.80,102.33721,26006.00000,829.00000,24602.00000
803,614.23,102.26579,25963.00000,823.00000,24583.00000
804,614.66,102.27890,26054.00000,831.00000,24661.00000
805,615.09,102.02171,26109.00000,827.00000,24781.00000
806,615.53,102.29352,26207.00000,829.00000,24809.00000
807,615.96,102.38632,26276.00000,833.00000,24850.00000
808,616.39,102.54711,26350.00000,825.00000,24891.00000
809,616.82,102.79875,26428.00000,827.00000,24904.00000
810,617.26,102.24310,26393.00000,822.00000,25010.00000
811,617.69,101.99729,26414.00000,829.00000,25084.00000
812,618.12,102.25621,26572.00000,829.00000,25175.00000
813,618.55,102.13221,26595.00000,825.00000,25232.00000
814,618.99,102.51453,26760.00000,831.00000,25293.00000
815,619.42,102.41492,26735.00000,823.00000,25301.00000
816,619.85,102.51898,26750.00000,825.00000,25288.00000
817,620.28,102.37908,26821.00000,829.00000,25388.00000
818,620.72,102.41837,26961.00000,831.00000,25513.00000
819,621.15,102.58198,27009.00000,827.00000,25523.00000
820,621.58,102.16391,27028.00000,825.00000,25648.00000
821,622.01,102.53742,27136.00000,829.00000,25656.00000
822,622.45,102.39324,27214.00000,816.00000,25781.00000
823,622.88,102.73834,27246.00000,833.00000,25709.00000
824,623.31,102.39988,27369.00000,829.00000,25918.00000
825,623.74,102.43761,27384.00000,825.00000,25927.00000
826,624.18,102.35118,27508.00000,823.00000,26072.00000
827,624.61,101.81464,27476.00000,825.00000,26176.00000
828,625.04,102.05438,27548.00000,822.00000,26188.00000
829,625.47,102.79257,27665.00000,831.00000,26105.00000
830,625.91,102.22214,27650.00000,831.00000,26236.00000
831,626.34,102.36734,27688.00000,835.00000,26232.00000
832,626.77,102.84338,27730.00000,820.00000,26166.00000
833,627.20,101.97059,27728.00000,820.00000,26388.00000
834,627.64,102.51424,27819.00000,827.00000,26330.00000
835,628.07,102.77757,27798.00000,823.00000,26246.00000
836,628.50,102.72495,27779.00000,825.00000,26239.00000
837,628.93,102.47101,27869.00000,831.00000,26386.00000
838,629.37,102.39478,27963.00000,812.00000,26516.00000
839,629.80,102.75264,27967.00000,829.00000,26411.00000
840,630.23,102.78850,28000.00000,833.00000,26430.00000
841,630.66,102.75267,28112.00000,825.00000,26556.00000
842,631.10,102.26169,28003.00000,829.00000,26573.00000
843,631.53,102.54422,28079.00000,833.00000,26570.00000
844,631.96,103.16556,28172.00000,829.00000,26504.00000
845,632.39,103.03544,28150.00000,825.00000,26520.00000
846,632.83,102.82941,28163.00000,833.00000,26578.00000
847,633.26,102.47893,28074.00000,831.00000,26584.00000
848,633.69,102.72820,28051.00000,827.00000,26501.00000
849,634.13,102.76896,28034.00000,829.00000,26472.00000
850,634.56,102.99299,28007.00000,822.00000,26395.00000
851,634.99,102.78412,27851.00000,827.00000,26292.00000
852,635.42,102.60446,27823.00000,837.00000,26301.00000
853,635.86,103.05098,27715.00000,829.00000,26090.00000
854,636.29,102.62111,27648.00000,829.00000,26134.00000
855,636.72,103.19370,27673.00000,822.00000,26020.00000
856,637.15,103.00216,27552.00000,825.00000,25948.00000
857,637.59,102.83288,27477.00000,833.00000,25910.00000
858,638.02,103.09422,27517.00000,829.00000,25887.00000
859,638.45,102.89519,27417.00000,833.00000,25836.00000
860,638.89,102.50848,27430.00000,827.00000,25952.00000
861,639.32,103.02455,27394.00000,825.00000,25789.00000
862,639.75,102.75418,27318.00000,829.00000,25779.00000
863,640.18,102.84950,27360.00000,831.00000,25794.00000
864,640.62,103.07436,27407.00000,820.00000,25794.00000
865,641.05,103.12029,27519.00000,816.00000,25895.00000
866,641.48,103.13238,27459.00000,823.00000,25827.00000
867,641.92,103.08632,27314.00000,827.00000,25694.00000
868,642.35,102.93843,27274.00000,825.00000,25694.00000
869,642.78,102.55294,27219.00000,827.00000,25735.00000
870,643.21,102.98397,27225.00000,823.00000,25637.00000
871,643.65,102.93200,27229.00000,829.00000,25648.00000
872,644.08,103.43708,27290.00000,837.00000,25574.00000
873,644.51,103.18576,27257.00000,827.00000,25614.00000
874,644.95,102.86936,27291.00000,833.00000,25720.00000
875,645.38,103.29362,27348.00000,816.00000,25686.00000
876,645.81,103.11177,27371.00000,829.00000,25741.00000
877,646.25,102.75958,27348.00000,835.00000,25801.00000
878,646.68,103.37536,27474.00000,829.00000,25775.00000
879,647.11,102.45221,27365.00000,835.00000,25895.00000
880,647.54,103.34971,27550.00000,831.00000,25853.00000
881,647.98,103.00328,27506.00000,823.00000,25905.00000
882,648.41,103.14274,27542.00000,827.00000,25901.00000
883,648.84,102.94786,27538.00000,822.00000,25951.00000
884,649.28,103.06358,27580.00000,835.00000,25950.00000
885,649.71,103.19526,27637.00000,831.00000,25976.00000
886,650.14,103.35697,27635.00000,818.00000,25946.00000
887,650.58,103.04079,27633.00000,829.00000,26013.00000
888,651.01,103.25966,27690.00000,827.00000,26015.00000
889,651.44,102.90655,27664.00000,827.00000,26079.00000
890,651.88,102.96840,27645.00000,831.00000,26041.00000
891,652.31,103.11825,27578.00000,825.00000,25944.00000
892,652.74,103.18665,27608.00000,829.00000,25952.00000
893,653.18,103.49436,27550.00000,835.00000,25813.00000
894,653.61,102.80298,27346.00000,829.00000,25794.00000
895,654.04,102.94565,27250.00000,829.00000,25665.00000
896,654.47,103.21019,27250.00000,822.00000,25606.00000
897,654.91,103.08223,27109.00000,822.00000,25501.00000
898,655.34,103.63758,27174.00000,820.00000,25429.00000
899,655.77,103.03434,27105.00000,823.00000,25508.00000
900,656.21,103.32197,27204.00000,829.00000,25527.00000
901,656.64,102.87020,27170.00000,827.00000,25608.00000
902,657.08,103.12902,27282.00000,816.00000,25663.00000
903,657.51,103.03902,27341.00000,827.00000,25732.00000
904,657.94,102.90485,27335.00000,837.00000,25750.00000
905,658.38,102.89261,27438.00000,831.00000,25859.00000
906,658.81,103.27134,27534.00000,827.00000,25861.00000
907,659.24,103.20087,27523.00000,827.00000,25868.00000
908,659.68,103.14952,27512.00000,820.00000,25877.00000
909,660.11,103.53426,27491.00000,833.00000,25748.00000
910,660.54,103.25643,27367.00000,827.00000,25703.00000
911,660.98,103.60930,27214.00000,833.00000,25462.00000
912,661.41,103.38436,27098.00000,827.00000,25411.00000
913,661.84,103.52997,26864.00000,820.00000,25156.00000
914,662.28,103.23946,26673.00000,827.00000,25035.00000
915,662.71,103.25566,26485.00000,827.00000,24849.00000
916,663.14,103.16528,26280.00000,825.00000,24674.00000
917,663.58,103.52116,26052.00000,827.00000,24367.00000
918,664.01,103.68839,25907.00000,831.00000,24184.00000
919,664.45,103.38305,25634.00000,820.00000,24002.00000
920,664.88,103.15449,25414.00000,823.00000,23839.00000
921,665.31,103.19554,25230.00000,816.00000,23658.00000
922,665.75,103.59392,25015.00000,831.00000,23345.00000
923,666.18,103.14964,24767.00000,827.00000,23209.00000
924,666.61,103.68954,24685.00000,825.00000,23011.00000
925,667.05,103.52606,24457.00000,822.00000,22830.00000
926,667.48,103.22581,24151.00000,823.00000,22599.00000
927,667.92,103.35834,23971.00000,827.00000,22392.00000
928,668.35,103.20556,23688.00000,829.00000,22149.00000
929,668.78,103.22640,23436.00000,816.00000,21913.00000
930,669.22,103.25835,23145.00000,835.00000,21606.00000
931,669.65,103.53623,22993.00000,829.00000,21407.00000
932,670.08,103.60211,22655.00000,825.00000,21071.00000
933,670.52,103.61867,22452.00000,833.00000,20864.00000
934,670.95,103.57143,22175.00000,831.00000,20608.00000
935,671.39,103.51722,21900.00000,827.00000,20357.00000
936,671.82,103.99325,21801.00000,837.00000,20159.00000
937,672.25,103.57644,21511.00000,833.00000,19964.00000
938,672.69,103.20834,21218.00000,823.00000,19761.00000
939,673.12,103.30802,21091.00000,823.00000,19619.00000
940,673.56,103.64990,20871.00000,822.00000,19343.00000
941,673.99,103.23235,20660.00000,827.00000,19212.00000
942,674.43,103.68988,20552.00000,825.00000,19025.00000
943,674.86,103.76598,20394.00000,831.00000,18853.00000
944,675.29,103.56951,20155.00000,831.00000,18658.00000
945,675.73,103.66045,20003.00000,831.00000,18495.00000
946,676.16,103.63756,19800.00000,825.00000,18309.00000
947,676.60,103.78026,19601.00000,823.00000,18094.00000
948,677.03,103.61385,19402.00000,823.00000,17931.00000
949,677.46,103.51124,19195.00000,829.00000,17743.00000
950,677.90,103.71906,19090.00000,823.00000,17612.00000
951,678.33,103.98139,18919.00000,820.00000,17406.00000
952,678.77,103.32178,18699.00000,814.00000,17310.00000
953,679.20,104.10380,18557.00000,825.00000,17033.00000
954,679.64,103.46763,18348.00000,833.00000,16928.00000
955,680.07,103.23810,18169.00000,825.00000,16800.00000
956,680.51,104.12719,18086.00000,829.00000,16573.00000
957,680.94,103.04989,17881.00000,818.00000,16558.00000
958,681.37,103.61017,17733.00000,829.00000,16315.00000
959,681.81,103.57935,17640.00000,827.00000,16232.00000
960,682.24,103.54941,17458.00000,829.00000,16059.00000
961,682.68,103.66794,17357.00000,823.00000,15949.00000
962,683.11,103.56985,17243.00000,822.00000,15855.00000
963,683.55,103.09959,17061.00000,829.00000,15744.00000
964,683.98,103.96059,16970.00000,827.00000,15528.00000
965,684.42,104.05686,16854.00000,823.00000,15406.00000
966,684.85,103.84238,16687.00000,823.00000,15277.00000
967,685.29,103.97862,16582.00000,823.00000,15156.00000
968,685.72,103.70938,16393.00000,820.00000,15016.00000
969,686.15,103.68954,16286.00000,829.00000,14907.00000
970,686.59,103.89013,16176.00000,820.00000,14781.00000
971,687.02,103.25143,16034.00000,823.00000,14732.00000
972,687.46,103.67268,15931.00000,829.00000,14567.00000
973,687.89,103.45305,15779.00000,829.00000,14451.00000
974,688.33,103.88051,15711.00000,827.00000,14328.00000
975,688.76,103.65785,15563.00000,827.00000,14216.00000
976,689.20,103.43604,15403.00000,833.00000,14086.00000
977,689.63,103.51406,15267.00000,833.00000,13944.00000
978,690.07,103.66091,15183.00000,827.00000,13849.00000
979,690.50,103.30890,15064.00000,827.00000,13781.00000
980,690.94,103.67636,15012.00000,827.00000,13682.00000
981,691.37,103.53347,14946.00000,823.00000,13641.00000
982,691.81,104.55050,14957.00000,827.00000,13515.00000
983,692.24,103.76569,14967.00000,831.00000,13623.00000
984,692.68,104.32013,15069.00000,822.00000,13657.00000
985,693.11,103.70772,15174.00000,825.00000,13836.00000
986,693.55,103.69304,15227.00000,823.00000,13891.00000
987,693.98,103.08295,15307.00000,829.00000,14045.00000
