Filename-->,F1_G2_201505290001.IRR
975.417,0.117589048
975.972,0.235564352
976.528,0.031857083
977.083,0.080406894
977.638,0.039353225
978.194,0.148707714
978.749,0.176460517
979.304,0.025770075
979.859,-0.021821972
980.414,0.184623559
980.969,0.113297427
981.524,0.117052211
982.079,0.027840083
982.634,0.092042443
983.189,0.011541177
983.743,0.184911186
984.298,0.054403398
984.853,0.171906473
985.407,-0.062897101
985.962,0.012475637
986.516,0.089275156
987.071,-0.029282265
987.625,-0.000571473
988.180,0.409897969
988.734,0.089987434
989.288,0.046428974
989.842,0.291074364
990.396,0.081972205
990.951,0.011256302
991.505,0.225515304
992.059,0.038147591
992.613,-0.062189596
993.167,0.130829285
993.720,0.137075334
994.274,0.158228667
994.828,0.140710702
995.382,0.112336993
995.935,0.130890618
996.489,0.256956489
997.043,0.174613104
997.596,-0.07809009
998.150,-0.052065518
998.703,0.4607052
999.256,0.389688851
999.810,0.206285556
1000.363,0.278926081
1000.916,0.006600714
1001.469,0.220204604
1002.023,0.026112017
1002.576,0.326169941
1003.129,0.057161117
1003.682,0.328928677
1004.235,0.284695169
1004.788,0.050647659
1005.340,0.185056231
1005.893,0.479588518
1006.446,0.049739231
1006.999,0.107101611
1007.551,-0.024339844
1008.104,0.251326287
1008.656,-0.226989409
1009.209,0.210526191
1009.761,0.305802891
1010.314,0.211800497
1010.866,-0.075253995
1011.418,0.028694981
1011.970,-0.068778495
1012.523,0.137397972
1013.075,0.250059981
1013.627,0.426577779
1014.179,0.334453794
1014.731,0.328514117
1015.283,0.312211544
1015.835,0.253711873
1016.387,0.167300491
1016.938,0.32644957
1017.490,-0.441800713
1018.042,0.545776703
1018.593,-0.065442077
1019.145,-0.145710594
1019.697,0.07347649
1020.248,-0.037097719
1020.800,0.100074831
1021.351,0.026432325
1021.902,0.473080727
1022.454,-0.15109305
1023.005,0.389574302
1023.556,0.066250478
1024.107,0.181172896
1024.658,0.141076474
1025.209,0.103358299
1025.760,0.268449845
1026.311,-0.172924872
1026.862,0.094526106
1027.413,0.410693987
1027.964,-0.084417571
1028.515,0.46909625
1029.065,0.549819409
1029.616,-0.197908971
1030.166,-0.344491556
1030.717,0.039350198
1031.267,0.161326045
1031.818,-0.00073476
1032.368,0.319216899
1032.919,0.086682902
1033.469,0.569929641
1034.019,0.134012194
1034.569,0.323971242
1035.120,0.523327927
1035.670,0.194754035
1036.220,0.152015273
1036.770,0.364081082
1037.320,0.611158829
1037.869,0.278583365
1038.419,-0.107603455
1038.969,0.498832436
1039.519,0.038106798
1040.068,0.817451865
1040.618,-0.012266417
1041.168,0.236353954
1041.717,-0.119771324
1042.267,0.583456271
1042.816,0.582751864
1043.366,0.107982105
1043.915,0.112577131
1044.464,0.63200668
1045.013,0.118878688
1045.563,1.05700635
1046.112,0.676148686
1046.661,-0.253897389
1047.210,0.301220648
1047.759,0.753196854
1048.308,-0.178325658
1048.857,0.521694264
1049.405,-0.139825845
1049.954,0.098156007
1050.503,-0.558944476
1051.052,1.340919682
1051.600,0.259052199
1052.149,0.480888695
1052.697,1.151947856
1053.246,0.301226989
1053.794,-0.398071824
1054.343,0.229490988
1054.891,1.36661759
1055.439,0.067278792
1055.987,0.147175093
1056.535,0.002930756
1057.084,-0.43106121
1057.632,0.38339663
1058.180,0.419744762
1058.728,0.877778584
1059.276,1.276440248
1059.823,-0.042068523
1060.371,0.054041837
1060.919,0.018315568
1061.467,0.93417205
1062.014,0.097778965
1062.562,-0.632460495
1063.109,0.489665158
1063.657,0.578291506
1064.204,0.474550971
1064.752,1.202671105
1065.299,-0.276485672
1065.846,1.30193583
1066.394,-0.241086358
1066.941,1.01189287
1067.488,0.029399066
1068.035,-0.321214912
1068.582,0.938039634
1069.129,-0.814688886
1069.676,2.38980424
1070.223,-0.981928866
1070.770,-0.179606132
1071.317,0.936883229
1071.863,0.687990136
1072.410,0.828952885
1072.957,3.174797022
1073.503,1.125219224
1074.050,1.747286339
1074.596,1.460633326
1075.143,0.234317035
1075.689,0.591225907
1076.235,0.974945006
1076.781,-0.913765817
1077.328,1.987645117
1077.874,0.642629997
1078.420,0.733989915
1078.966,-1.488253123
1079.512,0.913066259
1080.058,-0.506439527
1080.604,1.236155205
1081.150,1.476627394
1081.695,-0.799504777
1082.241,1.848346246
1082.787,1.36208746
1083.333,1.22055208
1083.878,1.188626883
1084.424,2.006353693
1084.969,-0.588847833
1085.515,2.373114639
1086.060,2.791864285
1086.605,0.792492038
1087.151,3.144352429
1087.696,0.035576002
1088.241,0.871261149
1088.786,0.873358921
1089.331,-0.370793854
1089.876,0.402437026
1090.421,2.661435988
1090.966,0.645877365
1091.511,3.440007425
1092.056,-1.660858912
1092.601,2.904204508
1093.145,0.560987656
1093.690,-0.843727721
1094.234,1.351056787
1094.779,1.663619535
1095.324,1.809556216
1095.868,1.402381375
1096.412,-1.099289932
1096.957,0.492915724
1097.501,0.464101573
1098.045,2.942931035
1098.589,0.319282273
1099.134,0.464594378
1099.678,2.051074968
1100.222,4.135461382
